25
0.075
2
0.132781,0.41553,2
0.187861,0.617854,2
0.045618,0.295244,2
0.317279,0.271703,2
0.396033,0.587545,2
0.389751,0.521652,2
0.563134,0.280311,2
0.306663,0.19422,2
0.188311,0.147599,2
0.333834,0.363584,2
0.293102,0.223198,2
0.105588,0.131942,2
0.640838,0.388391,2
0.526627,0.225076,2
0.560147,0.279918,2
0.534016,0.437038,2
0.57926,0.544679,2
0.603101,0.375569,2
0.509647,0.58763,2
0.203863,0.34273,2
0.182044,0.078608,2
0.485792,0.184802,2
0.413359,0.079968,2
0.468994,0.569839,2
0.430028,0.094016,2
0.229425,0.195247,2
0.121348,0.529846,2
0.34838,0.652165,2
0.309729,0.020128,2
0.602983,0.358331,2
0.11612,0.302984,2
0.106628,0.314972,2
0.44857,0.040725,2
0.542095,0.111055,2
0.15116,0.439883,2
0.124495,0.415212,2
0.500699,0.11839,2
0.46704,0.376877,2
0.107473,0.279231,2
0.625305,0.361376,2
0.129118,0.343634,2
0.299627,0.337792,2
0.275784,0.490274,2
0.524376,0.304913,2
0.389708,0.352442,2
0.352139,0.049134,2
0.200692,0.567738,2
0.140708,0.487426,2
0.394225,0.494827,2
0.633455,0.210149,2
0.277874,0.260593,2
0.267067,0.482645,2
0.391502,0.430849,2
0.248306,0.547934,2
0.220725,0.465468,2
0.087812,0.296437,2
0.569234,0.460812,2
0.054149,0.538172,2
0.29182,0.480776,2
0.388482,0.440186,2
0.508796,0.414869,2
0.271917,0.510489,2
0.382422,0.211337,2
0.518591,0.482584,2
0.596069,0.101815,2
0.198115,0.466043,2
0.554616,0.454687,2
0.473189,0.455355,2
0.109435,0.269014,2
0.578878,0.157694,2
0.433344,0.421119,2
0.422374,0.525801,2
0.531887,0.354386,2
0.322546,0.611272,2
0.038865,0.406608,2
0.4802,0.59923,2
0.30042,0.12357,2
0.661973,0.301572,2
0.166175,0.166041,2
0.474458,0.32685,2
0.24605,0.125312,2
0.293388,0.6507,2
0.671474,0.337827,2
0.495054,0.271756,2
0.212783,0.356734,2
0.641327,0.391628,2
0.481476,0.447558,2
0.34182,0.568731,2
0.389372,0.684976,2
0.478324,0.388294,2
0.338325,0.696772,2
0.293653,0.091962,2
0.519084,0.054693,2
0.267589,0.271884,2
0.024461,0.402641,2
0.510951,0.312957,2
0.406345,0.220976,2
0.427624,0.294772,2
0.146816,0.472911,2
0.625248,0.1993,2
0.136282,0.402784,2
0.530146,0.620009,2
0.371274,0.631629,2
0.645547,0.189668,2
0.113888,0.520948,2
0.570992,0.380354,2
0.272332,0.050118,2
0.627581,0.197344,2
0.39982,0.323302,2
0.481647,0.479636,2
0.180937,0.154101,2
0.565528,0.211778,2
0.509997,0.515981,2
0.152908,0.541938,2
0.596069,0.544139,2
0.207824,0.133556,2
0.51228,0.354969,2
0.142126,0.30774,2
0.054791,0.483017,2
0.660726,0.324878,2
